source_dataset,source_term,mapped_rule_id,mapping_confidence,notes
severe_injury_reports_jboysen,2638,driving,high,
severe_injury_reports_jboysen,2639,driving,high,
severe_injury_reports_jboysen,270,driving,high,
severe_injury_reports_jboysen,2710,driving,high,
severe_injury_reports_jboysen,2711,driving,high,
severe_injury_reports_jboysen,2712,driving,high,
severe_injury_reports_jboysen,2713,driving,high,
severe_injury_reports_jboysen,2719,driving,high,
severe_injury_reports_jboysen,2720,driving,high,
severe_injury_reports_jboysen,2721,Unmapped,n/a,No confident IOGP rule match for '2721' in Event
severe_injury_reports_jboysen,2729,Unmapped,n/a,No confident IOGP rule match for '2729' in Event
severe_injury_reports_jboysen,2730,Unmapped,n/a,No confident IOGP rule match for '2730' in Event
severe_injury_reports_jboysen,2731,Unmapped,n/a,No confident IOGP rule match for '2731' in Event
severe_injury_reports_jboysen,2732,Unmapped,n/a,No confident IOGP rule match for '2732' in Event
severe_injury_reports_jboysen,2733,Unmapped,n/a,No confident IOGP rule match for '2733' in Event
severe_injury_reports_jboysen,2734,Unmapped,n/a,No confident IOGP rule match for '2734' in Event
severe_injury_reports_jboysen,2735,Unmapped,n/a,No confident IOGP rule match for '2735' in Event
severe_injury_reports_jboysen,2736,Unmapped,n/a,No confident IOGP rule match for '2736' in Event
severe_injury_reports_jboysen,2737,Unmapped,n/a,No confident IOGP rule match for '2737' in Event
severe_injury_reports_jboysen,2738,Unmapped,n/a,No confident IOGP rule match for '2738' in Event
severe_injury_reports_jboysen,2739,Unmapped,n/a,No confident IOGP rule match for '2739' in Event
severe_injury_reports_jboysen,30,hot_work,high,
severe_injury_reports_jboysen,310,hot_work,high,
severe_injury_reports_jboysen,311,hot_work,high,
severe_injury_reports_jboysen,312,hot_work,high,
severe_injury_reports_jboysen,313,hot_work,high,
severe_injury_reports_jboysen,314,hot_work,high,
severe_injury_reports_jboysen,315,hot_work,high,
severe_injury_reports_jboysen,316,hot_work,high,
severe_injury_reports_jboysen,317,hot_work,high,
severe_injury_reports_jboysen,319,hot_work,high,
severe_injury_reports_jboysen,320,hot_work,high,
severe_injury_reports_jboysen,321,hot_work,high,
severe_injury_reports_jboysen,322,hot_work,high,
severe_injury_reports_jboysen,323,hot_work,high,
severe_injury_reports_jboysen,329,hot_work,high,
severe_injury_reports_jboysen,40,Unmapped,n/a,No confident IOGP rule match for '40' in Event
severe_injury_reports_jboysen,410,Unmapped,n/a,No confident IOGP rule match for '410' in Event
severe_injury_reports_jboysen,4110,Unmapped,n/a,No confident IOGP rule match for '4110' in Event
severe_injury_reports_jboysen,4111,Unmapped,n/a,No confident IOGP rule match for '4111' in Event
severe_injury_reports_jboysen,4112,Unmapped,n/a,No confident IOGP rule match for '4112' in Event
severe_injury_reports_jboysen,4119,Unmapped,n/a,No confident IOGP rule match for '4119' in Event
severe_injury_reports_jboysen,4120,Unmapped,n/a,No confident IOGP rule match for '4120' in Event
severe_injury_reports_jboysen,4121,Unmapped,n/a,No confident IOGP rule match for '4121' in Event
severe_injury_reports_jboysen,4122,Unmapped,n/a,No confident IOGP rule match for '4122' in Event
severe_injury_reports_jboysen,4123,Unmapped,n/a,No confident IOGP rule match for '4123' in Event
severe_injury_reports_jboysen,4129,Unmapped,n/a,No confident IOGP rule match for '4129' in Event
severe_injury_reports_jboysen,419,Unmapped,n/a,No confident IOGP rule match for '419' in Event
severe_injury_reports_jboysen,420,Unmapped,n/a,No confident IOGP rule match for '420' in Event
severe_injury_reports_jboysen,4210,Unmapped,n/a,No confident IOGP rule match for '4210' in Event
severe_injury_reports_jboysen,4211,Unmapped,n/a,No confident IOGP rule match for '4211' in Event
severe_injury_reports_jboysen,4212,Unmapped,n/a,No confident IOGP rule match for '4212' in Event
severe_injury_reports_jboysen,4213,Unmapped,n/a,No confident IOGP rule match for '4213' in Event
severe_injury_reports_jboysen,4214,Unmapped,n/a,No confident IOGP rule match for '4214' in Event
severe_injury_reports_jboysen,4219,Unmapped,n/a,No confident IOGP rule match for '4219' in Event
severe_injury_reports_jboysen,422,Unmapped,n/a,No confident IOGP rule match for '422' in Event
severe_injury_reports_jboysen,423,Unmapped,n/a,No confident IOGP rule match for '423' in Event
severe_injury_reports_jboysen,424,Unmapped,n/a,No confident IOGP rule match for '424' in Event
severe_injury_reports_jboysen,429,Unmapped,n/a,No confident IOGP rule match for '429' in Event
severe_injury_reports_jboysen,430,working_at_height,high,
severe_injury_reports_jboysen,4310,Unmapped,n/a,No confident IOGP rule match for '4310' in Event
severe_injury_reports_jboysen,4311,Unmapped,n/a,No confident IOGP rule match for '4311' in Event
severe_injury_reports_jboysen,4312,Unmapped,n/a,No confident IOGP rule match for '4312' in Event
severe_injury_reports_jboysen,4313,Unmapped,n/a,No confident IOGP rule match for '4313' in Event
severe_injury_reports_jboysen,4314,Unmapped,n/a,No confident IOGP rule match for '4314' in Event
severe_injury_reports_jboysen,4315,Unmapped,n/a,No confident IOGP rule match for '4315' in Event
severe_injury_reports_jboysen,4316,Unmapped,n/a,No confident IOGP rule match for '4316' in Event
severe_injury_reports_jboysen,4317,Unmapped,n/a,No confident IOGP rule match for '4317' in Event
severe_injury_reports_jboysen,4320,Unmapped,n/a,No confident IOGP rule match for '4320' in Event
severe_injury_reports_jboysen,4321,Unmapped,n/a,No confident IOGP rule match for '4321' in Event
severe_injury_reports_jboysen,4322,Unmapped,n/a,No confident IOGP rule match for '4322' in Event
severe_injury_reports_jboysen,4323,Unmapped,n/a,No confident IOGP rule match for '4323' in Event
severe_injury_reports_jboysen,4324,Unmapped,n/a,No confident IOGP rule match for '4324' in Event
severe_injury_reports_jboysen,4325,Unmapped,n/a,No confident IOGP rule match for '4325' in Event
severe_injury_reports_jboysen,4326,Unmapped,n/a,No confident IOGP rule match for '4326' in Event
severe_injury_reports_jboysen,4327,Unmapped,n/a,No confident IOGP rule match for '4327' in Event
severe_injury_reports_jboysen,4330,Unmapped,n/a,No confident IOGP rule match for '4330' in Event
severe_injury_reports_jboysen,4331,Unmapped,n/a,No confident IOGP rule match for '4331' in Event
severe_injury_reports_jboysen,4332,Unmapped,n/a,No confident IOGP rule match for '4332' in Event
severe_injury_reports_jboysen,4333,Unmapped,n/a,No confident IOGP rule match for '4333' in Event
severe_injury_reports_jboysen,4334,Unmapped,n/a,No confident IOGP rule match for '4334' in Event
severe_injury_reports_jboysen,4335,Unmapped,n/a,No confident IOGP rule match for '4335' in Event
severe_injury_reports_jboysen,4336,Unmapped,n/a,No confident IOGP rule match for '4336' in Event
severe_injury_reports_jboysen,4337,Unmapped,n/a,No confident IOGP rule match for '4337' in Event
severe_injury_reports_jboysen,440,working_at_height,high,
severe_injury_reports_jboysen,4411,Unmapped,n/a,No confident IOGP rule match for '4411' in Event
severe_injury_reports_jboysen,4420,Unmapped,n/a,No confident IOGP rule match for '4420' in Event
severe_injury_reports_jboysen,4421,Unmapped,n/a,No confident IOGP rule match for '4421' in Event
severe_injury_reports_jboysen,4422,Unmapped,n/a,No confident IOGP rule match for '4422' in Event
severe_injury_reports_jboysen,4423,Unmapped,n/a,No confident IOGP rule match for '4423' in Event
severe_injury_reports_jboysen,4426,Unmapped,n/a,No confident IOGP rule match for '4426' in Event
severe_injury_reports_jboysen,4427,Unmapped,n/a,No confident IOGP rule match for '4427' in Event
severe_injury_reports_jboysen,45,working_at_height,high,
severe_injury_reports_jboysen,49,Unmapped,n/a,No confident IOGP rule match for '49' in Event
severe_injury_reports_jboysen,50,Unmapped,n/a,No confident IOGP rule match for '50' in Event
severe_injury_reports_jboysen,510,energy_isolation,high,
severe_injury_reports_jboysen,5110,Unmapped,n/a,No confident IOGP rule match for '5110' in Event
severe_injury_reports_jboysen,5111,Unmapped,n/a,No confident IOGP rule match for '5111' in Event
severe_injury_reports_jboysen,5112,Unmapped,n/a,No confident IOGP rule match for '5112' in Event
severe_injury_reports_jboysen,5120,Unmapped,n/a,No confident IOGP rule match for '5120' in Event
severe_injury_reports_jboysen,5121,Unmapped,n/a,No confident IOGP rule match for '5121' in Event
severe_injury_reports_jboysen,5122,Unmapped,n/a,No confident IOGP rule match for '5122' in Event
severe_injury_reports_jboysen,5211,Unmapped,n/a,No confident IOGP rule match for '5211' in Event
severe_injury_reports_jboysen,530,Unmapped,n/a,No confident IOGP rule match for '530' in Event
severe_injury_reports_jboysen,531,Unmapped,n/a,No confident IOGP rule match for '531' in Event
severe_injury_reports_jboysen,532,Unmapped,n/a,No confident IOGP rule match for '532' in Event
severe_injury_reports_jboysen,533,Unmapped,n/a,No confident IOGP rule match for '533' in Event
severe_injury_reports_jboysen,534,Unmapped,n/a,No confident IOGP rule match for '534' in Event
severe_injury_reports_jboysen,541,Unmapped,n/a,No confident IOGP rule match for '541' in Event
severe_injury_reports_jboysen,542,Unmapped,n/a,No confident IOGP rule match for '542' in Event
severe_injury_reports_jboysen,550,Unmapped,n/a,No confident IOGP rule match for '550' in Event
severe_injury_reports_jboysen,5520,Unmapped,n/a,No confident IOGP rule match for '5520' in Event
severe_injury_reports_jboysen,5521,Unmapped,n/a,No confident IOGP rule match for '5521' in Event
severe_injury_reports_jboysen,5522,Unmapped,n/a,No confident IOGP rule match for '5522' in Event
severe_injury_reports_jboysen,553,Unmapped,n/a,No confident IOGP rule match for '553' in Event
severe_injury_reports_jboysen,5540,Unmapped,n/a,No confident IOGP rule match for '5540' in Event
severe_injury_reports_jboysen,5541,Unmapped,n/a,No confident IOGP rule match for '5541' in Event
severe_injury_reports_jboysen,5542,Unmapped,n/a,No confident IOGP rule match for '5542' in Event
severe_injury_reports_jboysen,5543,Unmapped,n/a,No confident IOGP rule match for '5543' in Event
severe_injury_reports_jboysen,5544,Unmapped,n/a,No confident IOGP rule match for '5544' in Event
severe_injury_reports_jboysen,558,Unmapped,n/a,No confident IOGP rule match for '558' in Event
severe_injury_reports_jboysen,562,Unmapped,n/a,No confident IOGP rule match for '562' in Event
severe_injury_reports_jboysen,57,Unmapped,n/a,No confident IOGP rule match for '57' in Event
severe_injury_reports_jboysen,60,Unmapped,n/a,No confident IOGP rule match for '60' in Event
severe_injury_reports_jboysen,61,Unmapped,n/a,No confident IOGP rule match for '61' in Event
severe_injury_reports_jboysen,620,line_of_fire,high,
severe_injury_reports_jboysen,6210,Unmapped,n/a,No confident IOGP rule match for '6210' in Event
severe_injury_reports_jboysen,6211,Unmapped,n/a,No confident IOGP rule match for '6211' in Event
severe_injury_reports_jboysen,6212,Unmapped,n/a,No confident IOGP rule match for '6212' in Event
severe_injury_reports_jboysen,6213,Unmapped,n/a,No confident IOGP rule match for '6213' in Event
severe_injury_reports_jboysen,6214,Unmapped,n/a,No confident IOGP rule match for '6214' in Event
severe_injury_reports_jboysen,6215,Unmapped,n/a,No confident IOGP rule match for '6215' in Event
severe_injury_reports_jboysen,6216,Unmapped,n/a,No confident IOGP rule match for '6216' in Event
severe_injury_reports_jboysen,6219,Unmapped,n/a,No confident IOGP rule match for '6219' in Event
severe_injury_reports_jboysen,6220,Unmapped,n/a,No confident IOGP rule match for '6220' in Event
severe_injury_reports_jboysen,6221,Unmapped,n/a,No confident IOGP rule match for '6221' in Event
severe_injury_reports_jboysen,6222,Unmapped,n/a,No confident IOGP rule match for '6222' in Event
severe_injury_reports_jboysen,6223,Unmapped,n/a,No confident IOGP rule match for '6223' in Event
severe_injury_reports_jboysen,6229,Unmapped,n/a,No confident IOGP rule match for '6229' in Event
severe_injury_reports_jboysen,6230,Unmapped,n/a,No confident IOGP rule match for '6230' in Event
severe_injury_reports_jboysen,6231,Unmapped,n/a,No confident IOGP rule match for '6231' in Event
severe_injury_reports_jboysen,6232,Unmapped,n/a,No confident IOGP rule match for '6232' in Event
severe_injury_reports_jboysen,6233,Unmapped,n/a,No confident IOGP rule match for '6233' in Event
severe_injury_reports_jboysen,6239,Unmapped,n/a,No confident IOGP rule match for '6239' in Event
severe_injury_reports_jboysen,6240,Unmapped,n/a,No confident IOGP rule match for '6240' in Event
severe_injury_reports_jboysen,6241,Unmapped,n/a,No confident IOGP rule match for '6241' in Event
severe_injury_reports_jboysen,6242,Unmapped,n/a,No confident IOGP rule match for '6242' in Event
severe_injury_reports_jboysen,6243,Unmapped,n/a,No confident IOGP rule match for '6243' in Event
severe_injury_reports_jboysen,6249,Unmapped,n/a,No confident IOGP rule match for '6249' in Event
severe_injury_reports_jboysen,6250,Unmapped,n/a,No confident IOGP rule match for '6250' in Event
severe_injury_reports_jboysen,6251,Unmapped,n/a,No confident IOGP rule match for '6251' in Event
severe_injury_reports_jboysen,6252,Unmapped,n/a,No confident IOGP rule match for '6252' in Event
severe_injury_reports_jboysen,6253,Unmapped,n/a,No confident IOGP rule match for '6253' in Event
severe_injury_reports_jboysen,6259,Unmapped,n/a,No confident IOGP rule match for '6259' in Event
severe_injury_reports_jboysen,6260,Unmapped,n/a,No confident IOGP rule match for '6260' in Event
severe_injury_reports_jboysen,6261,Unmapped,n/a,No confident IOGP rule match for '6261' in Event
severe_injury_reports_jboysen,6269,Unmapped,n/a,No confident IOGP rule match for '6269' in Event
severe_injury_reports_jboysen,629,line_of_fire,high,
severe_injury_reports_jboysen,630,line_of_fire,high,
severe_injury_reports_jboysen,6310,Unmapped,n/a,No confident IOGP rule match for '6310' in Event
severe_injury_reports_jboysen,6311,Unmapped,n/a,No confident IOGP rule match for '6311' in Event
severe_injury_reports_jboysen,6312,Unmapped,n/a,No confident IOGP rule match for '6312' in Event
severe_injury_reports_jboysen,6319,Unmapped,n/a,No confident IOGP rule match for '6319' in Event
severe_injury_reports_jboysen,6320,Unmapped,n/a,No confident IOGP rule match for '6320' in Event
severe_injury_reports_jboysen,6321,Unmapped,n/a,No confident IOGP rule match for '6321' in Event
severe_injury_reports_jboysen,6322,Unmapped,n/a,No confident IOGP rule match for '6322' in Event
severe_injury_reports_jboysen,6329,Unmapped,n/a,No confident IOGP rule match for '6329' in Event
severe_injury_reports_jboysen,639,line_of_fire,high,
severe_injury_reports_jboysen,640,energy_isolation,high,
severe_injury_reports_jboysen,6410,Unmapped,n/a,No confident IOGP rule match for '6410' in Event
severe_injury_reports_jboysen,6411,Unmapped,n/a,No confident IOGP rule match for '6411' in Event
severe_injury_reports_jboysen,6412,Unmapped,n/a,No confident IOGP rule match for '6412' in Event
severe_injury_reports_jboysen,6419,Unmapped,n/a,No confident IOGP rule match for '6419' in Event
severe_injury_reports_jboysen,642,energy_isolation,high,
severe_injury_reports_jboysen,643,energy_isolation,high,
severe_injury_reports_jboysen,644,energy_isolation,high,
severe_injury_reports_jboysen,649,energy_isolation,high,
severe_injury_reports_jboysen,651,line_of_fire,high,
severe_injury_reports_jboysen,655,line_of_fire,high,
severe_injury_reports_jboysen,656,line_of_fire,high,
severe_injury_reports_jboysen,659,line_of_fire,high,
severe_injury_reports_jboysen,662,line_of_fire,high,
severe_injury_reports_jboysen,664,line_of_fire,high,
severe_injury_reports_jboysen,669,line_of_fire,high,
severe_injury_reports_jboysen,69,Unmapped,n/a,No confident IOGP rule match for '69' in Event
severe_injury_reports_jboysen,70,Unmapped,n/a,No confident IOGP rule match for '70' in Event
severe_injury_reports_jboysen,710,Unmapped,n/a,No confident IOGP rule match for '710' in Event
severe_injury_reports_jboysen,7110,Unmapped,n/a,No confident IOGP rule match for '7110' in Event
severe_injury_reports_jboysen,7111,Unmapped,n/a,No confident IOGP rule match for '7111' in Event
severe_injury_reports_jboysen,7112,Unmapped,n/a,No confident IOGP rule match for '7112' in Event
severe_injury_reports_jboysen,7113,Unmapped,n/a,No confident IOGP rule match for '7113' in Event
severe_injury_reports_jboysen,7120,Unmapped,n/a,No confident IOGP rule match for '7120' in Event
severe_injury_reports_jboysen,7121,Unmapped,n/a,No confident IOGP rule match for '7121' in Event
severe_injury_reports_jboysen,7122,Unmapped,n/a,No confident IOGP rule match for '7122' in Event
severe_injury_reports_jboysen,7131,Unmapped,n/a,No confident IOGP rule match for '7131' in Event
severe_injury_reports_jboysen,7132,Unmapped,n/a,No confident IOGP rule match for '7132' in Event
severe_injury_reports_jboysen,7141,Unmapped,n/a,No confident IOGP rule match for '7141' in Event
severe_injury_reports_jboysen,7143,Unmapped,n/a,No confident IOGP rule match for '7143' in Event
severe_injury_reports_jboysen,718,Unmapped,n/a,No confident IOGP rule match for '718' in Event
severe_injury_reports_jboysen,719,Unmapped,n/a,No confident IOGP rule match for '719' in Event
severe_injury_reports_jboysen,730,Unmapped,n/a,No confident IOGP rule match for '730' in Event
severe_injury_reports_jboysen,7310,Unmapped,n/a,No confident IOGP rule match for '7310' in Event
severe_injury_reports_jboysen,7311,Unmapped,n/a,No confident IOGP rule match for '7311' in Event
severe_injury_reports_jboysen,7312,Unmapped,n/a,No confident IOGP rule match for '7312' in Event
severe_injury_reports_jboysen,7313,Unmapped,n/a,No confident IOGP rule match for '7313' in Event
severe_injury_reports_jboysen,7314,Unmapped,n/a,No confident IOGP rule match for '7314' in Event
severe_injury_reports_jboysen,7321,Unmapped,n/a,No confident IOGP rule match for '7321' in Event
severe_injury_reports_jboysen,7322,Unmapped,n/a,No confident IOGP rule match for '7322' in Event
severe_injury_reports_jboysen,7341,Unmapped,n/a,No confident IOGP rule match for '7341' in Event
severe_injury_reports_jboysen,7351,Unmapped,n/a,No confident IOGP rule match for '7351' in Event
severe_injury_reports_jboysen,7361,Unmapped,n/a,No confident IOGP rule match for '7361' in Event
severe_injury_reports_jboysen,7362,Unmapped,n/a,No confident IOGP rule match for '7362' in Event
severe_injury_reports_jboysen,7371,Unmapped,n/a,No confident IOGP rule match for '7371' in Event
severe_injury_reports_jboysen,738,Unmapped,n/a,No confident IOGP rule match for '738' in Event
severe_injury_reports_jboysen,7399,Unmapped,n/a,No confident IOGP rule match for '7399' in Event
severe_injury_reports_jboysen,74,Unmapped,n/a,No confident IOGP rule match for '74' in Event
severe_injury_reports_jboysen,78,Unmapped,n/a,No confident IOGP rule match for '78' in Event
severe_injury_reports_jboysen,79,Unmapped,n/a,No confident IOGP rule match for '79' in Event
severe_injury_reports_jboysen,9999,Unmapped,n/a,No confident IOGP rule match for '9999' in Event
severe_injury_reports_jboysen,"Aircraft incident, n.e.c.",Unmapped,n/a,"No confident IOGP rule match for 'Aircraft incident, n.e.c.' in EventTitle"
severe_injury_reports_jboysen,"Aircraft incident, unspecified",Unmapped,n/a,"No confident IOGP rule match for 'Aircraft incident, unspecified' in EventTitle"
severe_injury_reports_jboysen,Animal transportation collision in nonroadway area,Unmapped,n/a,No confident IOGP rule match for 'Animal transportation collision in nonroadway area' in EventTitle
severe_injury_reports_jboysen,"Bending, crawling, reaching, twisting, climbing, stepping, unspecified",Unmapped,n/a,"No confident IOGP rule match for 'Bending, crawling, reaching, twisting, climbing, stepping, unspecified' in EventTitle"
severe_injury_reports_jboysen,"Bending, crawling, reaching, twisting-repetitive or prolonged",Unmapped,n/a,"No confident IOGP rule match for 'Bending, crawling, reaching, twisting-repetitive or prolonged' in EventTitle"
severe_injury_reports_jboysen,"Bending, crawling, reaching, twisting-single episode",Unmapped,n/a,"No confident IOGP rule match for 'Bending, crawling, reaching, twisting-single episode' in EventTitle"
severe_injury_reports_jboysen,"Bites and stings, n.e.c.",Unmapped,n/a,"No confident IOGP rule match for 'Bites and stings, n.e.c.' in EventTitle"
severe_injury_reports_jboysen,"Bites and stings, unspecified",Unmapped,n/a,"No confident IOGP rule match for 'Bites and stings, unspecified' in EventTitle"
severe_injury_reports_jboysen,Bitten and struck by animal,Unmapped,n/a,No confident IOGP rule match for 'Bitten and struck by animal' in EventTitle
